term_code,crn,course,subject,course_number,section,title,attributes,subject_description,site,part_of_term,schedule_type,instruction_type,credit_hours,hours_low,hours_high,hours_indicator,section_hours,has_syllabus,seat_status_open,max_enrollment,enrollment,seats_available,wait_capacity,wait_count,wait_available,instructors,instructor_details,meeting_days,meeting_times,meeting_dates,meeting_locations
202421,33383,ACCT 688,ACCT,688,300,DOCTORAL SEMINAR,College Station,ACCT - Accounting,College Station,1,SEM,Traditional Face-to-Face (F2F),3,3,,,,N,Y,NA,NA,NA,NA,NA,NA,Matthew S. Ege (P),"[{""name"":""Matthew S. Ege (P)"",""more"":293708,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,33898,ACCT 689,ACCT,689,700,SPTP: PARTNERSHIP TAX,Distance Education,ACCT - Accounting,,B4U,LEC,Web Based,3,1,4,TO,3,Y,N,NA,NA,NA,NA,NA,NA,Amy A. Hurta (P),"[{""name"":""Amy A. Hurta (P)"",""more"":129763,""has_cv"":""Y""}]",,,04/28/2024-06/23/2024,ONLINE
202421,11573,ACCT 691,ACCT,691,100,RESEARCH,College Station,ACCT - Accounting,College Station,1S,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Matthew S. Ege (P),"[{""name"":""Matthew S. Ege (P)"",""more"":293708,""has_cv"":""Y""}]",,,05/28/2024-07/02/2024,
202421,12591,ACCT 691,ACCT,691,300,RESEARCH,College Station,ACCT - Accounting,College Station,1,RES,Non-traditional,6,1,23,TO,6,N,Y,NA,NA,NA,NA,NA,NA,Matthew S. Ege (P),"[{""name"":""Matthew S. Ege (P)"",""more"":293708,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,23648,AEGD 600,AEGD,600,600,CLINICAL DENTISTRY I,Dallas - Dentistry,AEGD - Adv Ed Gen Dentistry,Dallas - Dentistry,DGH,CLD,Non-traditional,0,0,,,,N,Y,NA,NA,NA,NA,NA,NA,Ioannis Kormas (P),"[{""name"":""Ioannis Kormas (P)"",""more"":2864582,""has_cv"":""N""}]",,,06/24/2024-08/09/2024,
202421,31968,AEGD 606,AEGD,606,600,ADV REMOVABLE PROSTHODONTICS,Dallas - Dentistry,AEGD - Adv Ed Gen Dentistry,Dallas - Dentistry,DGH,CLD,Non-traditional,1.5,1.5,,,,N,Y,NA,NA,NA,NA,NA,NA,Amerian D. Sones (P),"[{""name"":""Amerian D. Sones (P)"",""more"":3144856,""has_cv"":""N""}]",,,06/24/2024-08/09/2024,
202421,23650,AEGD 608,AEGD,608,600,ADV CLINICAL PERIODONTICS,Dallas - Dentistry,AEGD - Adv Ed Gen Dentistry,Dallas - Dentistry,DGH,CLD,Non-traditional,1.5,1.5,,,,N,Y,NA,NA,NA,NA,NA,NA,Ioannis Kormas (P),"[{""name"":""Ioannis Kormas (P)"",""more"":2864582,""has_cv"":""N""}]",,,06/24/2024-08/09/2024,
202421,23652,AEGD 615,AEGD,615,600,TRTMT PLANNING CONFERENCE I,Dallas - Dentistry,AEGD - Adv Ed Gen Dentistry,Dallas - Dentistry,DGH,SEM,Traditional Face-to-Face (F2F),1.5,1.5,,,,N,Y,NA,NA,NA,NA,NA,NA,Marta Leon; Ioannis Kormas (P),"[{""name"":""Marta Leon"",""more"":2579092,""has_cv"":""N""},{""name"":""Ioannis Kormas (P)"",""more"":2864582,""has_cv"":""N""}]",,,06/24/2024-08/09/2024,
202421,23653,AEGD 618,AEGD,618,600,CURRENT LITERATURE REVIEW I,Dallas - Dentistry,AEGD - Adv Ed Gen Dentistry,Dallas - Dentistry,DGH,SEM,Traditional Face-to-Face (F2F),1.5,1.5,,,,N,Y,NA,NA,NA,NA,NA,NA,Marta Leon; Ioannis Kormas (P),"[{""name"":""Marta Leon"",""more"":2579092,""has_cv"":""N""},{""name"":""Ioannis Kormas (P)"",""more"":2864582,""has_cv"":""N""}]",,,06/24/2024-08/09/2024,
202421,28455,AERO 299,AERO,299,300,MID-CURR PROF DEVELOPMENT,College Station,AERO - Aerospace Engineering,College Station,1,INS,Traditional Face-to-Face (F2F),0,0,,,,Y,Y,NA,NA,NA,NA,NA,NA,Adonios Karpetis (P),"[{""name"":""Adonios Karpetis (P)"",""more"":668759,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,31513,AERO 303,AERO,303,300,HIGH SPEED AERODYN,College Station,AERO - Aerospace Engineering,College Station,1,LEC,Traditional Face-to-Face (F2F),3,3,,,,Y,Y,NA,NA,NA,NA,NA,NA,Koen J. Groot (P),"[{""name"":""Koen J. Groot (P)"",""more"":2485692,""has_cv"":""Y""}]",TueThu,11:30 AM-01:15 PM,05/28/2024-08/08/2024,HRBB 131
202421,31723,AERO 303,AERO,303,700,HIGH SPEED AERODYN,Distance Education,AERO - Aerospace Engineering,,1,LEC,Web Based,3,3,,,,Y,Y,NA,NA,NA,NA,NA,NA,Koen J. Groot (P),"[{""name"":""Koen J. Groot (P)"",""more"":2485692,""has_cv"":""Y""}]",TueThu,11:30 AM-01:15 PM,05/28/2024-08/08/2024,ONLINE
202421,32961,AERO 321,AERO,321,300,DYN OF AERO VEHICLES,College Station,AERO - Aerospace Engineering,College Station,1,LEC,Traditional Face-to-Face (F2F),3,3,,,,Y,Y,NA,NA,NA,NA,NA,NA,Divya Bhargava (P),"[{""name"":""Divya Bhargava (P)"",""more"":1703477,""has_cv"":""Y""}]",MonWed,11:30 AM-01:15 PM,05/28/2024-08/08/2024,HRBB 131
202421,34385,AERO 491,AERO,491,243,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,2S,RES,Non-traditional,1,0,4,TO,1,N,N,NA,NA,NA,NA,NA,NA,Gregory E. Chamitoff (P),"[{""name"":""Gregory E. Chamitoff (P)"",""more"":1439220,""has_cv"":""Y""}]",,,07/03/2024-08/07/2024,
202421,22311,AERO 684,AERO,684,358,PROFESSIONAL INTERNSHIP: IN-AB,In Absentia,AERO - Aerospace Engineering,,1,PRA,Internship,1 to 4,1,4,TO,,N,N,NA,NA,NA,NA,NA,NA,Raktim Bhattacharya (P),"[{""name"":""Raktim Bhattacharya (P)"",""more"":675766,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,34108,AERO 684,AERO,684,390,PROFESSIONAL INTERNSHIP: IN-AB,In Absentia,AERO - Aerospace Engineering,,1,PRA,Internship,1 to 4,1,4,TO,,N,N,NA,NA,NA,NA,NA,NA,Darren J. Hartl (P),"[{""name"":""Darren J. Hartl (P)"",""more"":424806,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,34232,AERO 685,AERO,685,112,DIRECTED STUDIES,College Station,AERO - Aerospace Engineering,College Station,1S,INS,Non-traditional,1 to 12,1,12,TO,,N,N,NA,NA,NA,NA,NA,NA,Divya Bhargava (P),"[{""name"":""Divya Bhargava (P)"",""more"":1703477,""has_cv"":""Y""}]",,,05/28/2024-07/02/2024,
202421,34197,AERO 685,AERO,685,168,DIRECTED STUDIES: IN-AB,In Absentia,AERO - Aerospace Engineering,,1S,INS,Non-traditional,1 to 12,1,12,TO,,N,N,NA,NA,NA,NA,NA,NA,Nathan R. Tichenor (P),"[{""name"":""Nathan R. Tichenor (P)"",""more"":490215,""has_cv"":""Y""}]",,,05/28/2024-07/02/2024,
202421,34305,AERO 685,AERO,685,244,DIRECTED STUDIES,College Station,AERO - Aerospace Engineering,College Station,2S,INS,Non-traditional,1 to 12,1,12,TO,,N,N,NA,NA,NA,NA,NA,NA,Benedict Moble (P),"[{""name"":""Benedict Moble (P)"",""more"":1677374,""has_cv"":""Y""}]",,,07/03/2024-08/07/2024,
202421,26453,AERO 685,AERO,685,313,DIRECTED STUDIES,College Station,AERO - Aerospace Engineering,College Station,1,INS,Non-traditional,1 to 12,1,12,TO,,N,N,NA,NA,NA,NA,NA,NA,Felipe Guzman (P),"[{""name"":""Felipe Guzman (P)"",""more"":2622417,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,33758,AERO 685,AERO,685,314,DIRECTED STUDIES,College Station,AERO - Aerospace Engineering,College Station,1,INS,Non-traditional,1 to 12,1,12,TO,,N,N,NA,NA,NA,NA,NA,NA,Ivett Leyva (P),"[{""name"":""Ivett Leyva (P)"",""more"":2880000,""has_cv"":""N""}]",,,05/28/2024-08/08/2024,
202421,33672,AERO 685,AERO,685,316,DIRECTED STUDIES,College Station,AERO - Aerospace Engineering,College Station,1,INS,Non-traditional,1 to 12,1,12,TO,,N,N,NA,NA,NA,NA,NA,NA,Bonnie J. Dunbar (P),"[{""name"":""Bonnie J. Dunbar (P)"",""more"":2036053,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,32661,AERO 685,AERO,685,330,DIRECTED STUDIES,College Station,AERO - Aerospace Engineering,College Station,1,INS,Non-traditional,1 to 12,1,12,TO,,N,N,NA,NA,NA,NA,NA,NA,Rodney Bowersox (P),"[{""name"":""Rodney Bowersox (P)"",""more"":666576,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,22646,AERO 691,AERO,691,123,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,1S,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,John Valasek (P),"[{""name"":""John Valasek (P)"",""more"":667299,""has_cv"":""Y""}]",,,05/28/2024-07/02/2024,
202421,34333,AERO 691,AERO,691,209,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,2S,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Richard B. Miles (P),"[{""name"":""Richard B. Miles (P)"",""more"":2201976,""has_cv"":""Y""}]",,,07/03/2024-08/07/2024,
202421,27976,AERO 691,AERO,691,224,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,2S,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Manoranjan Majji (P),"[{""name"":""Manoranjan Majji (P)"",""more"":521761,""has_cv"":""Y""}]",,,07/03/2024-08/07/2024,
202421,19968,AERO 691,AERO,691,244,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,2S,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Benedict Moble (P),"[{""name"":""Benedict Moble (P)"",""more"":1677374,""has_cv"":""Y""}]",,,07/03/2024-08/07/2024,
202421,32749,AERO 691,AERO,691,255,RESEARCH: IN-AB,In Absentia,AERO - Aerospace Engineering,,2S,RES,Non-traditional,1 to 23,1,23,TO,,N,N,NA,NA,NA,NA,NA,NA,John Valasek (P),"[{""name"":""John Valasek (P)"",""more"":667299,""has_cv"":""Y""}]",,,07/03/2024-08/07/2024,
202421,34298,AERO 691,AERO,691,282,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,2S,RES,Non-traditional,1 to 23,1,23,TO,,N,N,NA,NA,NA,NA,NA,NA,Darren J. Hartl (P),"[{""name"":""Darren J. Hartl (P)"",""more"":424806,""has_cv"":""Y""}]",,,07/03/2024-08/07/2024,
202421,26420,AERO 691,AERO,691,300,RESEARCH,College Station| Open Education Resources,AERO - Aerospace Engineering,College Station,1,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Elaine S. Oran (P),"[{""name"":""Elaine S. Oran (P)"",""more"":2473618,""has_cv"":""N""}]",,,05/28/2024-08/08/2024,
202421,24126,AERO 691,AERO,691,303,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,1,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Albina Tropina (P),"[{""name"":""Albina Tropina (P)"",""more"":2103520,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,11072,AERO 691,AERO,691,305,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,1,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Dimitris Lagoudas (P),"[{""name"":""Dimitris Lagoudas (P)"",""more"":676062,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,11073,AERO 691,AERO,691,306,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,1,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,John Junkins (P),"[{""name"":""John Junkins (P)"",""more"":670308,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,11074,AERO 691,AERO,691,307,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,1,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Jose Sanjuan Munoz (P),"[{""name"":""Jose Sanjuan Munoz (P)"",""more"":2932408,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,11076,AERO 691,AERO,691,308,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,1,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Raktim Bhattacharya (P),"[{""name"":""Raktim Bhattacharya (P)"",""more"":675766,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,11077,AERO 691,AERO,691,309,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,1,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Richard B. Miles (P),"[{""name"":""Richard B. Miles (P)"",""more"":2201976,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,24121,AERO 691,AERO,691,313,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,1,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Felipe Guzman (P),"[{""name"":""Felipe Guzman (P)"",""more"":2622417,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
202421,11079,AERO 691,AERO,691,314,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,1,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Ivett Leyva (P),"[{""name"":""Ivett Leyva (P)"",""more"":2880000,""has_cv"":""N""}]",,,05/28/2024-08/08/2024,
202421,13971,AERO 691,AERO,691,315,RESEARCH,College Station,AERO - Aerospace Engineering,College Station,1,RES,Non-traditional,1 to 23,1,23,TO,,N,Y,NA,NA,NA,NA,NA,NA,Scott I. Jackson (P),"[{""name"":""Scott I. Jackson (P)"",""more"":2750912,""has_cv"":""Y""}]",,,05/28/2024-08/08/2024,
