term,subject,course_number,crn,title,restrictions
202631,ESET,419,62792,ENGR TECH CAPSTONE I,Must be enrolled in one of the following Concentrations:
202631,ESET,419,66031,ENGR TECH CAPSTONE I,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Senior 90+ Hours"
202631,ESET,420,24802,ENGR TECH CAPSTONE II,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Senior 90+ Hours"
202631,ESET,420,30571,ENGR TECH CAPSTONE II,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Senior 90+ Hours"
202631,ESET,420,37338,ENGR TECH CAPSTONE II,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Senior 90+ Hours"
202631,ESET,420,41867,ENGR TECH CAPSTONE II,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Senior 90+ Hours"
202631,ESET,420,41878,ENGR TECH CAPSTONE II,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Senior 90+ Hours"
202631,ESET,420,45098,ENGR TECH CAPSTONE II,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Senior 90+ Hours"
202631,ESET,452,65225,ELECTRONICS TEST II,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,ESET,452,65332,ELECTRONICS TEST II,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,ESET,453,30989,VALIDATION & VERIFICATION,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,ESET,453,36014,VALIDATION & VERIFICATION,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,ESET,455,24794,WIRELESS TRNSMISSION SYS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,455,24796,WIRELESS TRNSMISSION SYS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,455,41879,WIRELESS TRNSMISSION SYS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,455,41880,WIRELESS TRNSMISSION SYS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,455,47260,WIRELESS TRNSMISSION SYS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,455,49235,HNR-WIRELESS TRNSMISSION SYS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be assigned one of the following Student Attributes: Eligible for Honors Sections | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,455,66788,WIRELESS TRNSMISSION SYS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,456,63341,EMBEDDED SENSORS & IOT SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,ESET,456,63342,EMBEDDED SENSORS & IOT SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,ESET,462,24797,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,24798,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,36122,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,41883,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,41884,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,47261,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,50013,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,50014,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,50015,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,50017,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,63578,CONTROL SYSTEMS,Must be enrolled in one of the following Concentrations:
202631,ESET,462,63635,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,462,65223,CONTROL SYSTEMS,"Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,ESET,491,49297,HNR-RESEARCH,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,ESET,491,49298,HNR-RESEARCH,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,ESET,491,51077,HNR-RESEARCH,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,ESET,491,51078,HNR-RESEARCH,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,ESET,491,51079,HNR-RESEARCH,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,EVEN,201,42659,INTRO ENVIRON ENGR PROFESSION,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,201,42691,INTRO ENVIRON ENGR PROFESSION,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,301,40638,ENVIRONMENTAL ENGR,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,301,43996,ENVIRONMENTAL ENGR,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,301,55705,HNR-ENVIRONMENTAL ENGR,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,EVEN,311,40639,FLUID DYNAMICS,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,311,40640,FLUID DYNAMICS,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,311,54894,HNR-FLUID DYNAMICS,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,EVEN,320,45430,PRINC OF ENVIR ENGR CHEMISTRY,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,339,42546,WATER RESOURCES ENGR,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,339,48809,HNR-WATER RESOURCES ENGR,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,EVEN,339,64123,HNR-WATER RESOURCES ENGR,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,EVEN,399,42392,MID-CURRICULUM PROF DEVLPMNT,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,399,42393,MID-CURRICULUM PROF DEVLPMNT,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,399,42394,MID-CURRICULUM PROF DEVLPMNT,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,399,42395,MID-CURRICULUM PROF DEVLPMNT,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,399,42396,MID-CURRICULUM PROF DEVLPMNT,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,399,42398,MID-CURRICULUM PROF DEVLPMNT,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,462,46005,ENGINEERING HYDROGEOLOGY,Must be enrolled in one of the following Majors: Environmental Engineering
202631,EVEN,491,60625,HNR-RESEARCH,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,EVEN,491,60693,HNR-RESEARCH,Must be assigned one of the following Student Attributes: Eligible for Honors Sections
202631,FILM,351,65945,ADVANCED FILM,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,FILM,352,65348,HISPANIC LIT & FILM,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,FILM,358,50483,SCREENWRITING,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,FILM,366,65345,HORROR STUDIES,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,FILM,376,55920,PHILOSOPHY FILM & EVIL,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,FILM,455,57209,ITALIAN CINEMA,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,FILM,465,65339,CHINESE FILM,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,FILM,481,50486,SEMINAR,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202631,FINC,210,19551,OPPORTUNITIES IN FINC I,"Must be enrolled in one of the following Majors: Business Honors, Business Administration, Finance"
202631,FINC,285,65278,DIRECTED STUDIES,Must be assigned to one of the following Cohorts: Aggies on Wall Street
202631,FINC,285,65462,DIRECTED STUDIES,Must be assigned to one of the following Cohorts: Aggies on Wall Street
202631,FINC,285,67228,DIRECTED STUDIES,Must be assigned to one of the following Cohorts: Aggies on Wall Street
202631,FINC,341,13210,BUSINESS FINANCE,"May not be enrolled in one of the following Programs: BS HMGT-Event, Tours & Rec Mgt, BS HMGT-Hospitality &Hotel Mgt, BS HMGT-Hotel & Resort Mgt | Must be enrolled in one of the following Majors: Accounting, Agribusiness (Lower), Agribusiness, Business Honors, Business Administration, Business, Finance, Hosp Hotel Mgmt Tourism, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,341,13211,BUSINESS FINANCE,"May not be enrolled in one of the following Programs: BS HMGT-Event, Tours & Rec Mgt, BS HMGT-Hospitality &Hotel Mgt, BS HMGT-Hotel & Resort Mgt | Must be enrolled in one of the following Majors: Accounting, Agribusiness (Lower), Agribusiness, Business Honors, Business Administration, Business, Finance, Hosp Hotel Mgmt Tourism, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,341,16768,HNR-BUSINESS FINANCE,"May not be enrolled in one of the following Programs: BS HMGT-Event, Tours & Rec Mgt, BS HMGT-Hospitality &Hotel Mgt, BS HMGT-Hotel & Resort Mgt | Must be enrolled in one of the following Majors: Accounting, Agribusiness (Lower), Agribusiness, Business Honors, Business Administration, Business, Finance, Hosp Hotel Mgmt Tourism, Management, Management Information Systems, Marketing, Supply Chain Management | Must be assigned one of the following Student Attributes: Eligible for Honors Sections"
202631,FINC,341,34179,HNR-BUSINESS FINANCE,"May not be enrolled in one of the following Programs: BS HMGT-Event, Tours & Rec Mgt, BS HMGT-Hospitality &Hotel Mgt, BS HMGT-Hotel & Resort Mgt | Must be enrolled in one of the following Majors: Accounting, Agribusiness (Lower), Agribusiness, Business Honors, Business Administration, Business, Finance, Hosp Hotel Mgmt Tourism, Management, Management Information Systems, Marketing, Supply Chain Management | Must be assigned one of the following Student Attributes: Eligible for Honors Sections"
202631,FINC,341,63754,BUSINESS FINANCE,"May not be enrolled in one of the following Programs: BS HMGT-Event, Tours & Rec Mgt, BS HMGT-Hospitality &Hotel Mgt, BS HMGT-Hotel & Resort Mgt | Must be enrolled in one of the following Majors: Accounting, Agribusiness (Lower), Agribusiness, Business Honors, Business Administration, Business, Hosp Hotel Mgmt Tourism, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,345,50088,SUCCESS FACTORS IN CORP FINC,Must be assigned to one of the following Cohorts: Corporate Finance Program
202631,FINC,351,21947,INVESTMENT ANALYSIS,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,351,45699,INVESTMENT ANALYSIS,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,351,45701,INVESTMENT ANALYSIS,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,351,57242,INVESTMENT ANALYSIS,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,351,64856,INVESTMENT ANALYSIS,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,351,67329,INVESTMENT ANALYSIS,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,361,21950,MANAGERIAL FINANCE I,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,361,21951,MANAGERIAL FINANCE I,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,361,54137,MANAGERIAL FINANCE I,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,361,54138,MANAGERIAL FINANCE I,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,361,54139,MANAGERIAL FINANCE I,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,371,16769,REAL ESTATE DECISION MKG,"Must be enrolled in one of the following Majors: Accounting, Agribusiness, Business Honors, Business, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,371,65396,REAL ESTATE DECISION MKG,"Must be enrolled in one of the following Minors: Real Estate | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,381,21952,MONEY & CAPTL MRKTS,"Must be enrolled in one of the following Majors: Accounting, Agribusiness, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,381,21953,MONEY & CAPTL MRKTS,"Must be enrolled in one of the following Majors: Accounting, Agribusiness, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,381,41787,MONEY & CAPTL MRKTS,"Must be enrolled in one of the following Majors: Accounting, Agribusiness, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,409,13750,SURVEY OF FINANCE PRIN,"May not be enrolled in one of the following Majors: Accounting, Agribusiness (Lower), Agribusiness, Business Honors, Business Administration, Finance, Management, Management Information Systems, Marketing, Supply Chain Management | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,409,39304,SURVEY OF FINANCE PRIN,"May not be enrolled in one of the following Majors: Accounting, Agribusiness (Lower), Agribusiness, Business Honors, Business Administration, Finance, Management, Management Information Systems, Marketing, Supply Chain Management | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,422,62851,APPLIED INVESTMENT ANALY,"Must be assigned to one of the following Cohorts: Aggies on Wall Street, Tanner Fund Class"
202631,FINC,423,34180,OPTIONS & FINCL FUTRS,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,423,49987,OPTIONS & FINCL FUTRS,"Must be enrolled in one of the following Programs: BBA ACCT, BBA BHNR, BBA FINC, BBA INFO-Mgmt Information Syst, BBA INFO-Supply Chain Mgmt, BBA MGMT, BBA MGMT-Consulting/Gen Mgmt, BBA MGMT-Entrepr & Sm Business, BBA MGMT-Human Res Mgmt, BBA MGMT-Pre-Law, BBA MKTG, BS AGBU [Agr & Life Science], BS AGBU [Mays Business School], UG Reciprocal Exchange Pgm | Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,423,65796,OPTIONS & FINCL FUTRS,"Must be enrolled in one of the following Programs: BBA ACCT, BBA BHNR, BBA FINC, BBA INFO-Mgmt Information Syst, BBA INFO-Supply Chain Mgmt, BBA MGMT, BBA MGMT-Consulting/Gen Mgmt, BBA MGMT-Entrepr & Sm Business, BBA MGMT-Human Res Mgmt, BBA MGMT-Pre-Law, BBA MKTG, BS AGBU [Agr & Life Science], BS AGBU [Mays Business School], UG Reciprocal Exchange Pgm | Must be enrolled in one of the following Majors: Business Honors, Finance | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,424,34181,TRADING RISK MANAGEMENT,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,424,57244,TRADING RISK MANAGEMENT,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,425,52258,ACTIVE PORTFOLIO MGMT,Must be assigned to one of the following Cohorts: Reveille Fund Class
202631,FINC,427,16775,TITANS OF INVESTING,Must be assigned to one of the following Cohorts: Titans Class
202631,FINC,430,62852,VENTURE CAPITAL INVESTING,Must be assigned to one of the following Cohorts: VC Fund Class
202631,FINC,435,64879,MANAGERIAL FINANCE II,"Must be enrolled in one of the following Programs: BBA ACCT, BBA FINC, BBA INFO-Mgmt Information Syst, BBA INFO-Supply Chain Mgmt, BBA MGMT, BBA MGMT-Consulting/Gen Mgmt, BBA MGMT-Entrepr & Sm Business, BBA MGMT-Human Res Mgmt, BBA MGMT-Pre-Law, BBA MKTG, BS AGBU [Agr & Life Science], BS AGBU [Mays Business School], UG Reciprocal Exchange Pgm | Must be enrolled in one of the following Majors: Business Honors, Finance | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,441,35414,PRIVATE EQUITY,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,441,44294,PRIVATE EQUITY,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,443,19819,VALUATION,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,443,23884,VALUATION,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,443,49990,VALUATION,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,443,58339,VALUATION,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,445,13213,INTERNATIONAL FINANCE,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,445,61839,INTERNATIONAL FINANCE,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,446,52045,TECHNICAL ANALYSIS FINCL MKTS,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,446,58298,TECHNICAL ANALYSIS FINCL MKTS,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,446,62853,TECHNICAL ANALYSIS FINCL MKTS,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,447,54895,FINANCIAL STMNT ANALYSIS,"Must be enrolled in one of the following Majors: Business Honors, Finance | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,447,62889,FINANCIAL STMNT ANALYSIS,"Must be enrolled in one of the following Majors: Business Honors, Finance | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,448,53905,ADVANCED INVESTMENTS,Must be assigned to one of the following Cohorts: Reveille Fund Class
202631,FINC,449,32540,FINANCIAL MODELING,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,449,42973,FINANCIAL MODELING,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,449,45730,FINANCIAL MODELING,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202631,FINC,449,63223,FINANCIAL MODELING,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,463,27235,SEMINAR IN COMM BANKING,Must be assigned to one of the following Cohorts: Commercial Banking Program
202631,FINC,465,62866,SEMINAR IN INVESTMT BNKG,Must be assigned to one of the following Cohorts: Aggies on Wall Street
202631,FINC,466,65279,WALL ST INVEST BANK FINC MKTS,Must be assigned to one of the following Cohorts: Aggies on Wall Street
202631,FINC,468,62354,ENTREPRENEURIAL FINANCE,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,468,64869,ENTREPRENEURIAL FINANCE,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,475,65394,REAL ESTATE INV ANLYS,"Must be enrolled in one of the following Majors: Business Honors, Finance | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,475,65395,REAL ESTATE INV ANLYS,"Must be enrolled in one of the following Minors: Real Estate | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,484,39289,FINANCE INTERNSHIP,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,484,60304,FINANCE INTERNSHIP,"Must be enrolled in one of the following Programs: BBA ACCT, BBA FINC, BBA INFO-Mgmt Information Syst, BBA INFO-Supply Chain Mgmt, BBA MGMT, BBA MGMT-Consulting/Gen Mgmt, BBA MGMT-Entrepr & Sm Business, BBA MGMT-Human Res Mgmt, BBA MGMT-Pre-Law, BBA MKTG, BS AGBU [Agr & Life Science], BS AGBU [Mays Business School], UG Reciprocal Exchange Pgm | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,485,33304,DIRECTED STUDIES,"Must be enrolled in one of the following Majors: Business Honors, Finance"
202631,FINC,485,52323,DIRECTED STUDIES,"Must be enrolled in one of the following Programs: BBA ACCT, BBA FINC, BBA INFO-Mgmt Information Syst, BBA INFO-Supply Chain Mgmt, BBA MGMT, BBA MGMT-Consulting/Gen Mgmt, BBA MGMT-Entrepr & Sm Business, BBA MGMT-Human Res Mgmt, BBA MGMT-Pre-Law, BBA MKTG, BS AGBU [Agr & Life Science], BS AGBU [Mays Business School], UG Reciprocal Exchange Pgm | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,485,53877,DIRECTED STUDIES,"Must be enrolled in one of the following Programs: BBA ACCT, BBA FINC, BBA INFO-Mgmt Information Syst, BBA INFO-Supply Chain Mgmt, BBA MGMT, BBA MGMT-Consulting/Gen Mgmt, BBA MGMT-Entrepr & Sm Business, BBA MGMT-Human Res Mgmt, BBA MGMT-Pre-Law, BBA MKTG, BS AGBU [Agr & Life Science], BS AGBU [Mays Business School], UG Reciprocal Exchange Pgm | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202631,FINC,485,59821,DIRECTED STUDIES,Must be enrolled in one of the following Programs: | Must be assigned to one of the following Cohorts: Tanner Fund Class
202631,FINC,485,63667,DIRECTED STUDIES,Must be assigned to one of the following Cohorts: Tanner Fund Class
202631,FINC,601,38137,FINANCIAL ANALYSIS PRACTICUM,Must be assigned to one of the following Cohorts: MS Finance
202631,FINC,601,53900,FINANCIAL ANALYSIS PRACTICUM,Must be assigned to one of the following Cohorts: MS Finance
202631,FINC,601,53901,FINANCIAL ANALYSIS PRACTICUM,Must be assigned to one of the following Cohorts: MS Finance
202631,FINC,601,53902,FINANCIAL ANALYSIS PRACTICUM,Must be assigned to one of the following Cohorts: MS Finance
202631,FINC,601,53903,FINANCIAL ANALYSIS PRACTICUM,Must be assigned to one of the following Cohorts: MS Finance
202631,FINC,601,54038,FINANCIAL ANALYSIS PRACTICUM,Must be assigned to one of the following Cohorts: MS Finance
202631,FINC,603,45503,INVESTMENTS,Must be assigned to one of the following Cohorts: MS Finance
202631,FINC,628,62842,VENTURE CAPITAL INVESTING,Must be assigned to one of the following Cohorts: VC Fund Class
202631,FINC,629,13215,FINANCIAL MGMT I,"Must be enrolled in one of the following Programs: BBA ACCT-YF5 MFM Prof Prog, BBA ACCT-YR5 MS Prof Program, MFM [BA], MFM [BA] Non-Thesis,No Final, MFM [BA] Non-thesis option, MFM [BA] Professional Program, MS [BA], MS [BA] Non-Thesis,No Final, MS [BA] Non-thesis option, MS [BA] Professional Program | Must be enrolled in one of the following Majors: Accounting, Finance, Financial Management"
202631,FINC,629,13216,FINANCIAL MGMT I,"Must be enrolled in one of the following Programs: BBA ACCT-YF5 MFM Prof Prog, BBA ACCT-YR5 MS Prof Program, MFM [BA], MFM [BA] Non-Thesis,No Final, MFM [BA] Non-thesis option, MFM [BA] Professional Program, MS [BA], MS [BA] Non-Thesis,No Final, MS [BA] Non-thesis option, MS [BA] Professional Program | Must be enrolled in one of the following Majors: Accounting, Finance, Financial Management"
